Neuron1	Neuron2	Type	Nbr
AUAL	RIR	Rp	1
AVHL	RIR	Sp	3
AVHR	RIR	S	1
AVHR	RIR	Sp	3
AWAR	RIR	Sp	2
AWBR	RIR	Rp	1
AWBR	RIR	Sp	2
BAGR	RIR	Rp	1
DVA	RIR	Rp	2
DVA	RIR	Sp	3
HSNL	RIR	Rp	1
PVPL	RIR	Rp	1
RIAL	RIR	R	1
RIAL	RIR	Rp	4
RIAR	RIR	Rp	1
RIGL	RIR	Rp	1
RIGL	RIR	S	2
RIGR	RIR	S	1
BAGL	RIR	EJ	1
BAGR	RIR	EJ	1
RMGR	RIR	Sp	1
URXL	RIR	Rp	5
URXR	RIR	R	1
URXR	RIR	Rp	1
AVEL	RIS	Rp	7
AVER	RIS	Rp	7
AVJL	RIS	Sp	1
AVKL	RIS	R	1
AVKR	RIS	Rp	4
AVL	RIS	Rp	2
CEPDL	RIS	Sp	1
CEPDR	RIS	Rp	1
CEPDR	RIS	Sp	1
CEPVL	RIS	Rp	2
CEPVR	RIS	Rp	1
OLLR	RIS	Rp	1
PVCL	RIS	S	2
RIBL	RIS	Rp	3
RIBR	RIS	Rp	5
RIML	RIS	Rp	1
RIMR	RIS	R	1
RIMR	RIS	Rp	3
RIMR	RIS	Sp	1
AIBR	RIS	EJ	1
AVJL	RIS	EJ	1
DB01	RIS	EJ	1
RIML	RIS	EJ	1
RIMR	RIS	EJ	1
SMDDL	RIS	EJ	1
SMDDR	RIS	EJ	1
SMDVL	RIS	EJ	1
RMDDL	RIS	Rp	1
RMDL	RIS	Rp	2
RMDR	RIS	R	1
RMDR	RIS	Rp	3
RMDR	RIS	Sp	1
SDQL	RIS	S	2
SDQL	RIS	Sp	1
SMDDR	RIS	Rp	2
SMDVR	RIS	Rp	1
URYVL	RIS	Sp	1
URYVR	RIS	Rp	1
ADEL	RIVL	Sp	1
CEPVR	RIVL	Sp	1
RIAL	RIVL	Rp	1
RIAL	RIVL	Sp	2
RIAR	RIVL	R	1
RIAR	RIVL	Sp	1
AIBL	RIVL	EJ	1
RIVR	RIVL	EJ	2
SDQR	RIVL	EJ	2
SMDVL	RIVL	EJ	1
RMDL	RIVL	Rp	2
SAADR	RIVL	R	3
SIAVR	RIVL	Rp	2
SMDDR	RIVL	Rp	1
SMDVL	RIVL	Sp	1
ADAR	RIVR	Sp	1
ADEL	RIVR	Sp	1
RIAL	RIVR	Rp	2
RIAL	RIVR	S	1
RIAL	RIVR	Sp	3
RIAR	RIVR	R	1
RIAR	RIVR	Rp	1
RICL	RIVR	S	1
AIBR	RIVR	EJ	1
RIVL	RIVR	EJ	2
SDQR	RIVR	EJ	2
RMDDL	RIVR	Rp	1
SMDVR	RIVR	EJ	2
RMDR	RIVR	Rp	1
RMDVR	RIVR	Rp	1
RMEV	RIVR	R	1
SAADL	RIVR	R	2
SIAVL	RIVR	Rp	2
SMDDL	RIVR	Rp	2
SMDVR	RIVR	Rp	2
SMDVR	RIVR	Sp	1
ALMR	RMDDL	Sp	1
CEPDR	RMDDL	Sp	1
CEPVL	RMDDL	Sp	4
IL1L	RMDDL	Sp	5
IL1R	RMDDL	Sp	3
IL1VL	RMDDL	Sp	5
OLLL	RMDDL	Sp	7
OLQDR	RMDDL	S	1
OLQDR	RMDDL	Sp	2
RIAL	RMDDL	S	2
RIAL	RMDDL	Sp	10
RIAR	RMDDL	S	1
RIAR	RMDDL	Sp	9
RIS	RMDDL	Sp	1
RIVR	RMDDL	Sp	1
OLQVL	RMDDL	EJ	1
RMDL	RMDDL	EJ	1
RMDVL	RMDDL	EJ	1
SMDDL	RMDDL	EJ	1
RMDR	RMDDL	S	1
RMDVR	RMDDL	Rp	7
RMDVR	RMDDL	S	1
RMDVR	RMDDL	Sp	3
SMDVR	RMDDL	S	1
SMDVR	RMDDL	Sp	1
URYDR	RMDDL	Sp	3
URYVL	RMDDL	Sp	4
ALML	RMDDR	S	1
CEPVR	RMDDR	Sp	2
IL1DL	RMDDR	Sp	1
IL1R	RMDDR	Sp	2
IL1VR	RMDDR	Sp	10
OLLR	RMDDR	Sp	10
OLQDL	RMDDR	S	1
OLQDL	RMDDR	Sp	3
RIAL	RMDDR	Sp	7
RIAR	RMDDR	S	1
RIAR	RMDDR	Sp	10
OLQVR	RMDDR	EJ	1
RMDVR	RMDDR	EJ	1
SAADR	RMDDR	EJ	1
RMDL	RMDDR	S	1
SMDDR	RMDDR	EJ	1
RMDVL	RMDDR	R	1
RMDVL	RMDDR	Rp	11
RMDVL	RMDDR	Sp	6
SMDVL	RMDDR	Sp	1
URBL	RMDDR	Sp	1
URYDL	RMDDR	Rp	1
URYDL	RMDDR	S	1
URYDL	RMDDR	Sp	3
URYVR	RMDDR	Sp	6
ADEL	RMDL	S	2
ADEL	RMDL	Sp	2
IL1L	RMDL	Sp	1
IL1R	RMDL	S	1
IL1R	RMDL	Sp	3
IL2L	RMDL	S	1
IL2L	RMDL	Sp	2
IL2R	RMDL	S	1
IL2R	RMDL	Sp	1
OLLL	RMDL	S	2
OLLR	RMDL	Rp	2
OLLR	RMDL	S	3
RIAL	RMDL	Rp	4
RIAL	RMDL	S	4
RIAL	RMDL	Sp	2
RIAR	RMDL	Rp	3
RIAR	RMDL	S	2
RIAR	RMDL	Sp	1
RIML	RMDL	Sp	1
RIMR	RMDL	S	2
RIMR	RMDL	Sp	1
RIS	RMDL	Sp	2
RIVL	RMDL	Sp	2
RMDDR	RMDL	R	1
RMDR	RMDL	Rp	3
RMDR	RMDL	Sp	1
RMDDL	RMDL	EJ	1
RMDVL	RMDL	EJ	1
RMER	RMDL	Rp	1
RMFL	RMDL	Rp	1
RMFR	RMDL	Sp	2
RMGL	RMDL	Sp	1
RMGR	RMDL	Sp	4
URBR	RMDL	Sp	1
ADER	RMDR	Sp	2
ALA	RMDR	Sp	1
AVKL	RMDR	Rp	1
AVKR	RMDR	S	1
IL1L	RMDR	Sp	3
IL1R	RMDR	Sp	2
IL2L	RMDR	Sp	1
RIAL	RMDR	Rp	3
RIAL	RMDR	S	4
RIAL	RMDR	Sp	2
RIAR	RMDR	R	3
RIAR	RMDR	Rp	4
RIAR	RMDR	S	1
RIAR	RMDR	Sp	7
RIML	RMDR	Sp	1
RIMR	RMDR	R	2
RIMR	RMDR	Sp	1
RIS	RMDR	Rp	1
RIS	RMDR	S	1
RIS	RMDR	Sp	3
RIVR	RMDR	Sp	1
RMDDL	RMDR	R	1
RMDL	RMDR	Rp	1
RMDL	RMDR	Sp	3
RMDVR	RMDR	EJ	1
RMFL	RMDR	Sp	3
RMGL	RMDR	S	1
RMGL	RMDR	Sp	2
RMGR	RMDR	Sp	2
RMHL	RMDR	Sp	1
URBR	RMDR	Sp	1
URXR	RMDR	Sp	1
CEPDL	RMDVL	S	1
CEPDL	RMDVL	Sp	2
IL1DL	RMDVL	Sp	4
IL1L	RMDVL	Sp	4
IL1R	RMDVL	Sp	1
OLLL	RMDVL	Sp	1
OLQVR	RMDVL	Sp	4
RIAL	RMDVL	S	1
RIAL	RMDVL	Sp	8
RIAR	RMDVL	Sp	12
RMDDR	RMDVL	Rp	6
RMDDR	RMDVL	S	1
RMDDR	RMDVL	Sp	11
AVER	RMDVL	EJ	1
OLQDL	RMDVL	EJ	1
RMDDL	RMDVL	EJ	1
RMDL	RMDVL	EJ	1
RMDVR	RMDVL	EJ	1
SAAVL	RMDVL	EJ	1
SMDVL	RMDVL	EJ	1
RMGL	RMDVL	Sp	3
URAVR	RMDVL	Sp	1
URYDL	RMDVL	S	2
URYDL	RMDVL	Sp	4
URYVR	RMDVL	S	1
URYVR	RMDVL	Sp	3
CEPDR	RMDVR	Sp	2
IL1DR	RMDVR	Sp	5
IL1L	RMDVR	Sp	2
IL1R	RMDVR	Sp	4
OLLR	RMDVR	Sp	3
OLQVL	RMDVR	S	1
OLQVL	RMDVR	Sp	3
RIAL	RMDVR	S	2
RIAL	RMDVR	Sp	9
RIAR	RMDVR	S	1
RIAR	RMDVR	Sp	9
RIVR	RMDVR	Sp	1
RMDDL	RMDVR	R	1
RMDDL	RMDVR	Rp	3
RMDDL	RMDVR	Sp	7
AVEL	RMDVR	EJ	1
AVER	RMDVR	EJ	1
OLQDR	RMDVR	EJ	1
RMDDR	RMDVR	EJ	1
RMDR	RMDVR	EJ	1
RMDVL	RMDVR	EJ	1
SAAVR	RMDVR	EJ	1
SMDVR	RMDVR	EJ	1
RMGR	RMDVR	Sp	5
SIBDR	RMDVR	Rp	1
SIBVR	RMDVR	Rp	1
URADR	RMDVR	Sp	1
URYDR	RMDVR	S	1
URYDR	RMDVR	Sp	4
URYVL	RMDVR	Sp	2
IL2DR	RMED	Sp	1
RIBL	RMED	Rp	1
RIBR	RMED	Rp	1
IL1VL	RMED	EJ	1
RIPL	RMED	EJ	1
RIPR	RMED	EJ	1
RMEV	RMED	EJ	2
SMBDL	RMED	Sp	3
SMBDR	RMED	Sp	4
URADR	RMED	Sp	1
IL1R	RMEL	Sp	2
IL2DL	RMEL	Sp	4
IL2DR	RMEL	Sp	2
IL2R	RMEL	Sp	2
IL2VL	RMEL	S	1
IL2VL	RMEL	Sp	1
IL2VR	RMEL	Sp	3
OLLL	RMEL	Sp	2
RIGL	RMEL	EJ	1
RMEV	RMEL	EJ	1
URADL	RMEL	Sp	1
URAVL	RMEL	Sp	1
IL1L	RMER	Sp	1
IL1VR	RMER	Sp	1
IL2DL	RMER	Sp	3
IL2DR	RMER	Sp	2
IL2L	RMER	Sp	2
IL2VL	RMER	Sp	4
IL2VR	RMER	Sp	2
OLLR	RMER	Sp	2
OLQVR	RMER	Sp	1
RIH	RMER	Sp	2
RMDL	RMER	Sp	1
RMEV	RMER	EJ	1
RMHR	RMER	Sp	1
URADR	RMER	Sp	1
URAVL	RMER	Sp	1
URAVR	RMER	Sp	2
IL2DR	RMEV	Sp	1
IL2L	RMEV	Sp	2
IL2R	RMEV	Sp	1
IL2VL	RMEV	Sp	1
IL2VR	RMEV	Sp	3
PVT	RMEV	Sp	1
RIH	RMEV	Sp	1
RIVR	RMEV	S	1
AVEL	RMEV	EJ	1
AVER	RMEV	EJ	1
IL1DL	RMEV	EJ	1
IL1DR	RMEV	EJ	1
RMED	RMEV	EJ	2
RMEL	RMEV	EJ	1
RMER	RMEV	EJ	1
SMBVL	RMEV	S	1
SMBVL	RMEV	Sp	4
SMBVR	RMEV	Sp	3
SMDDR	RMEV	R	1
URAVL	RMEV	Sp	2
URAVR	RMEV	Sp	2
AVKL	RMFL	Rp	4
AVKR	RMFL	Rp	4
AVKR	RMFL	Sp	1
DVC	RMFL	Sp	2
PVT	RMFL	Rp	1
PVT	RMFL	Sp	2
RIGL	RMFL	Sp	1
RIGR	RMFL	R	1
RIMR	RMFL	Sp	1
RMDL	RMFL	Sp	1
RMDR	RMFL	Rp	3
URBR	RMFL	EJ	1
RMGR	RMFL	Rp	1
SAADR	RMFL	Sp	1
SDQL	RMFL	Sp	1
VB01	RMFL	Sp	2
AVKL	RMFR	Rp	3
AVKL	RMFR	Sp	1
AVKR	RMFR	Rp	3
DVC	RMFR	Sp	4
PVT	RMFR	S	1
PVT	RMFR	Sp	2
RICL	RMFR	Sp	1
RIML	RMFR	Sp	1
RIMR	RMFR	Sp	1
RMDL	RMFR	Rp	2
SAAVL	RMFR	Sp	2
ADAL	RMGL	Rp	1
ADEL	RMGL	S	1
AIAL	RMGL	S	1
AIBR	RMGL	R	1
ALML	RMGL	Rp	1
ALML	RMGL	Sp	1
ALNL	RMGL	Rp	1
ASHL	RMGL	Rp	1
AVAL	RMGL	Rp	1
AVBR	RMGL	Rp	2
AVEL	RMGL	Rp	2
CEPDL	RMGL	Rp	1
CEPDL	RMGL	S	1
CEPDL	RMGL	Sp	3
PVQL	RMGL	Sp	1
RID	RMGL	Rp	1
RMDL	RMGL	Rp	1
RMDR	RMGL	R	1
RMDR	RMGL	Rp	2
RMDVL	RMGL	Rp	3
ADLL	RMGL	EJ	1
ASHL	RMGL	EJ	1
ASKL	RMGL	EJ	1
AWBL	RMGL	EJ	1
IL2L	RMGL	EJ	1
RMHL	RMGL	EJ	3
URXL	RMGL	EJ	1
RMHR	RMGL	Rp	1
RMHR	RMGL	Sp	1
SAADR	RMGL	S	1
SIAVL	RMGL	Rp	1
SIBVL	RMGL	Rp	2
SIBVR	RMGL	Rp	1
SMBVL	RMGL	R	1
SMBVL	RMGL	Rp	1
URXL	RMGL	Rp	1
URXL	RMGL	S	2
ADAR	RMGR	Rp	1
AIMR	RMGR	Rp	1
AIMR	RMGR	S	1
AIMR	RMGR	Sp	1
ALNR	RMGR	Rp	1
ASHR	RMGR	Rp	1
ASHR	RMGR	Sp	2
AVAR	RMGR	Rp	1
AVBR	RMGR	Rp	1
AVDL	RMGR	Rp	1
AVER	RMGR	Rp	3
AVJL	RMGR	Rp	1
CEPDR	RMGR	S	1
HSNR	RMGR	Sp	1
PVPR	RMGR	Sp	1
RIR	RMGR	Rp	1
RMDL	RMGR	Rp	4
RMDR	RMGR	Rp	2
RMDVR	RMGR	Rp	5
RMFL	RMGR	Sp	1
ASHR	RMGR	EJ	1
ASKR	RMGR	EJ	1
AWBR	RMGR	EJ	1
IL2R	RMGR	EJ	1
RMHR	RMGR	EJ	1
URXR	RMGR	EJ	1
SAADL	RMGR	S	1
URXR	RMGR	Rp	1
URXR	RMGR	S	1
ADEL	RMHL	Sp	1
CEPDR	RMHL	Sp	4
CEPVL	RMHL	Sp	1
IL1R	RMHL	Sp	1
RIGR	RMHL	Sp	4
RMDR	RMHL	Rp	1
RMGL	RMHL	EJ	3
SIBVR	RMHL	EJ	1
SDQR	RMHL	Sp	2
ALNR	RMHR	Sp	1
CEPDL	RMHR	S	1
CEPDL	RMHR	Sp	3
CEPDR	RMHR	Sp	1
CEPVR	RMHR	Sp	2
OLQDR	RMHR	Sp	1
RIGL	RMHR	Sp	3
RMER	RMHR	Rp	1
RMGL	RMHR	Rp	1
RMGL	RMHR	Sp	1
RMGR	RMHR	EJ	1
SDQR	RMHR	Sp	1
AIBL	SAADL	Rp	1
AIBL	SAADL	Sp	2
AIBR	SAADL	Sp	1
AVAL	SAADL	Rp	6
AVKR	SAADL	Sp	1
BDUL	SAADL	Sp	1
PLNL	SAADL	Sp	5
RIML	SAADL	R	1
RIML	SAADL	Rp	2
RIMR	SAADL	R	1
RIMR	SAADL	Rp	5
RIVR	SAADL	S	2
RMGR	SAADL	R	1
SMBDL	SAADL	EJ	1
SMBVL	SAADL	S	3
VB01	SAADL	S	7
VB01	SAADL	Sp	2
AIBL	SAADR	Sp	2
AIBR	SAADR	R	1
AVAR	SAADR	Rp	3
AVKL	SAADR	S	1
DVA	SAADR	Sp	1
OLLL	SAADR	R	1
PLNR	SAADR	Sp	4
RIAR	SAADR	Sp	1
RIML	SAADR	R	1
RIML	SAADR	Rp	3
RIML	SAADR	S	1
RIMR	SAADR	R	2
RIMR	SAADR	Rp	3
RIVL	SAADR	S	3
RMFL	SAADR	Rp	1
RMGL	SAADR	R	1
RMDDR	SAADR	EJ	1
SMBVR	SAADR	S	4
VB01	SAADR	S	2
VB01	SAADR	Sp	2
AIBL	SAAVL	Rp	1
ALNL	SAAVL	Rp	1
ALNL	SAAVL	Sp	3
AVAL	SAAVL	R	1
AVAL	SAAVL	Rp	16
DVA	SAAVL	Sp	1
OLLR	SAAVL	Rp	1
RIML	SAAVL	Rp	2
RIML	SAAVL	Sp	3
RIMR	SAAVL	Rp	12
RIMR	SAAVL	S	1
RIMR	SAAVL	Sp	2
RMFR	SAAVL	Rp	2
RMDVL	SAAVL	EJ	1
SMBVR	SAAVL	EJ	3
SMBDR	SAAVL	S	3
SMDDR	SAAVL	Rp	8
ADER	SAAVR	S	1
ALNR	SAAVR	Sp	2
AVAR	SAAVR	R	4
AVAR	SAAVR	Rp	9
DVA	SAAVR	Sp	1
RIML	SAAVR	Rp	5
RIML	SAAVR	S	2
RIMR	SAAVR	Rp	2
RIMR	SAAVR	Sp	3
RMDVR	SAAVR	EJ	1
SMBVL	SAAVR	EJ	2
SMBDL	SAAVR	S	1
SMBDL	SAAVR	Sp	1
SMDDL	SAAVR	Rp	6
AVAR	SABD	Sp	1
AVDL	SABD	S	1
AVDL	SABD	Sp	1
AVDR	SABD	Sp	1
AVEL	SABD	Sp	6
AVER	SABD	Sp	2
AVL	SABD	S	1
AVL	SABD	Sp	4
DVA	SABD	Sp	1
HSNR	SABD	S	1
PVR	SABD	Sp	1
AVAL	SABD	EJ	4
VA02	SABD	EJ	3
VA03	SABD	EJ	2
VA04	SABD	EJ	1
VA02	SABD	R	1
VB01	SABD	S	1
AVAR	SABVL	S	1
AVAR	SABVL	Sp	2
AVDL	SABVL	Sp	1
AVDR	SABVL	Sp	3
AVEL	SABVL	Sp	7
AVER	SABVL	Sp	3
AVJR	SABVL	Sp	1
AVL	SABVL	Sp	4
HSNL	SABVL	Sp	2
AVAR	SABVL	EJ	3
DA01	SABVL	EJ	2
DA02	SABVL	EJ	1
AVDL	SABVR	Sp	1
AVDR	SABVR	Sp	1
AVEL	SABVR	Sp	3
AVER	SABVR	Sp	3
AVL	SABVR	Sp	3
HSNR	SABVR	Sp	1
AVAL	SABVR	EJ	1
AVAR	SABVR	EJ	1
DA01	SABVR	EJ	3
AIBR	SDQL	Rp	1
ALML	SDQL	Rp	1
ALML	SDQL	Sp	1
AVAL	SDQL	R	1
AVAL	SDQL	Rp	1
AVAR	SDQL	Rp	3
AVEL	SDQL	Rp	1
BDUR	SDQL	Sp	1
FLPL	SDQL	Rp	1
RICR	SDQL	Rp	1
RIS	SDQL	R	2
RIS	SDQL	Rp	1
RMFL	SDQL	Rp	1
SDQR	SDQL	EJ	1
ADLL	SDQR	Rp	1
AIBL	SDQR	Rp	2
AVAL	SDQR	Rp	2
AVBL	SDQR	R	2
AVBL	SDQR	Rp	4
AVBR	SDQR	Rp	4
DVA	SDQR	Rp	3
RICR	SDQR	Rp	1
RMHL	SDQR	Rp	2
RMHR	SDQR	Rp	1
AVAL	SDQR	EJ	1
AVBL	SDQR	EJ	1
RIVL	SDQR	EJ	2
RIVR	SDQR	EJ	2
SDQL	SDQR	EJ	1
SIBVL	SDQR	EJ	1
ALMR	SIADL	Sp	1
CEPDR	SIADL	S	1
RIAL	SIADL	Sp	2
RIAR	SIADL	Sp	1
RIBL	SIADL	EJ	1
ADEL	SIADR	Sp	1
CEPDL	SIADR	S	1
CEPDL	SIADR	Sp	1
RIAR	SIADR	Sp	1
RIBR	SIADR	EJ	1
CEPVL	SIAVL	S	1
CEPVL	SIAVL	Sp	1
RIAR	SIAVL	Sp	1
RIVR	SIAVL	Sp	2
RMGL	SIAVL	Sp	1
RIBL	SIAVL	EJ	1
URBL	SIAVL	Sp	1
AVKL	SIAVR	Sp	1
CEPVR	SIAVR	Sp	2
RIVL	SIAVR	Sp	2
RIBR	SIAVR	EJ	1
URBR	SIAVR	Sp	2
URXR	SIAVR	Sp	1
OLQVL	SIBDL	Sp	3
RIBL	SIBDL	EJ	1
SIBVL	SIBDL	EJ	1
ADEL	SIBDR	Sp	1
OLQVR	SIBDR	Sp	4
RMDVR	SIBDR	Sp	1
AIML	SIBDR	EJ	1
RIBR	SIBDR	EJ	1
SIBVR	SIBDR	EJ	1
URYVR	SIBDR	Sp	1
AVM	SIBVL	Sp	1
OLQDL	SIBVL	Sp	3
PVCL	SIBVL	Sp	2
RMGL	SIBVL	Sp	2
AVBL	SIBVL	EJ	1
AVBR	SIBVL	EJ	1
RIBL	SIBVL	EJ	1
SDQR	SIBVL	EJ	1
SIBDL	SIBVL	EJ	1
URYVR	SIBVL	Sp	1
OLQDR	SIBVR	Sp	2
PVCR	SIBVR	Sp	2
RMDVR	SIBVR	Sp	1
RMGL	SIBVR	Sp	1
RIBL	SIBVR	EJ	1
RIBR	SIBVR	EJ	1
RMHL	SIBVR	EJ	1
SIBDR	SIBVR	EJ	1
URYVL	SIBVR	Sp	1
AIZL	SMBDL	S	1
AIZL	SMBDL	Sp	8
ALNR	SMBDL	Sp	2
AVAR	SMBDL	Rp	1
AVHR	SMBDL	Sp	1
AVKR	SMBDL	S	1
AWBL	SMBDL	Sp	1
DVA	SMBDL	Sp	3
RICL	SMBDL	Sp	2
RMED	SMBDL	Rp	3
SAAVR	SMBDL	R	1
SAAVR	SMBDL	Rp	1
AVKL	SMBDL	EJ	1
AVKR	SMBDL	EJ	1
RIBL	SMBDL	EJ	1
SAADL	SMBDL	EJ	1
URBR	SMBDL	Sp	1
ADEL	SMBDR	Sp	1
ADFR	SMBDR	Sp	1
AIZR	SMBDR	Sp	5
ALNL	SMBDR	Sp	2
AVAL	SMBDR	Rp	1
AVHL	SMBDR	Sp	1
CEPDL	SMBDR	Sp	1
CEPDR	SMBDR	Sp	1
DVA	SMBDR	Sp	2
PVT	SMBDR	Sp	1
RICR	SMBDR	Sp	1
RMED	SMBDR	Rp	4
SAAVL	SMBDR	R	3
ALNL	SMBDR	EJ	1
AVKL	SMBDR	EJ	1
AVKR	SMBDR	EJ	2
RIBR	SMBDR	EJ	1
URBL	SMBDR	Sp	1
ADFL	SMBVL	Sp	2
AIML	SMBVL	S	1
AIZL	SMBVL	Sp	7
AVHR	SMBVL	Sp	1
DVA	SMBVL	Sp	3
PLNL	SMBVL	Rp	1
PLNL	SMBVL	S	1
PLNL	SMBVL	Sp	5
RMEV	SMBVL	R	1
RMEV	SMBVL	Rp	4
RMGL	SMBVL	S	1
RMGL	SMBVL	Sp	1
SAADL	SMBVL	R	3
SAAVR	SMBVL	EJ	2
ADFR	SMBVR	Sp	2
AIZR	SMBVR	Sp	3
AVHL	SMBVR	Sp	2
AWBR	SMBVR	Sp	1
DVA	SMBVR	Sp	2
PLNR	SMBVR	S	2
PLNR	SMBVR	Sp	4
RMEV	SMBVR	Rp	3
SAADR	SMBVR	R	4
AVKL	SMBVR	EJ	1
AVKR	SMBVR	EJ	1
SAAVL	SMBVR	EJ	3
AIBR	SMDDL	S	1
AIBR	SMDDL	Sp	2
AVKR	SMDDL	Sp	1
OLLL	SMDDL	S	2
OLLL	SMDDL	Sp	1
RIAL	SMDDL	Rp	1
RIAL	SMDDL	S	3
RIAL	SMDDL	Sp	5
RIAR	SMDDL	R	1
RIAR	SMDDL	Rp	1
RIAR	SMDDL	S	2
RIAR	SMDDL	Sp	5
RIBR	SMDDL	Sp	1
RICL	SMDDL	Sp	3
RICR	SMDDL	Sp	4
RIMR	SMDDL	Sp	2
RIVR	SMDDL	Sp	2
SAAVR	SMDDL	Sp	6
RIBL	SMDDL	EJ	1
RIBR	SMDDL	EJ	1
RIS	SMDDL	EJ	1
RMDDL	SMDDL	EJ	1
SMDVR	SMDDL	Rp	2
SMDVR	SMDDL	Sp	2
URYDL	SMDDL	Sp	1
URYDR	SMDDL	S	3
URYDR	SMDDL	Sp	1
AIBL	SMDDR	Sp	4
AIZR	SMDDR	Sp	1
ALNR	SMDDR	Sp	1
AVKL	SMDDR	Sp	1
AVKR	SMDDR	Sp	2
OLLL	SMDDR	S	3
OLLL	SMDDR	Sp	1
OLLR	SMDDR	S	1
RIAL	SMDDR	Rp	2
RIAL	SMDDR	S	3
RIAL	SMDDR	Sp	7
RIAR	SMDDR	R	1
RIAR	SMDDR	S	1
RIAR	SMDDR	Sp	6
RICL	SMDDR	Sp	3
RICR	SMDDR	Sp	3
RIML	SMDDR	S	1
RIML	SMDDR	Sp	4
RIMR	SMDDR	Sp	4
RIS	SMDDR	Sp	2
RIVL	SMDDR	Sp	1
RMEV	SMDDR	S	1
SAAVL	SMDDR	Sp	8
RIBR	SMDDR	EJ	1
RIS	SMDDR	EJ	1
RMDDR	SMDDR	EJ	1
VD01	SMDDR	EJ	1
SMDVL	SMDDR	Sp	4
URYDL	SMDDR	S	1
URYDL	SMDDR	Sp	1
ADAR	SMDVL	S	2
AIBR	SMDVL	Sp	1
ALNL	SMDVL	Sp	1
ALNR	SMDVL	S	1
OLLR	SMDVL	S	4
PVR	SMDVL	R	1
RIAL	SMDVL	Rp	3
RIAL	SMDVL	S	1
RIAL	SMDVL	Sp	5
RIAR	SMDVL	Rp	8
RIAR	SMDVL	S	2
RIAR	SMDVL	Sp	11
RICR	SMDVL	Sp	2
RIML	SMDVL	Sp	1
RIVL	SMDVL	Rp	1
RMDDR	SMDVL	Rp	1
SMDDR	SMDVL	Rp	4
RIBR	SMDVL	EJ	2
RIS	SMDVL	EJ	1
RIVL	SMDVL	EJ	1
RMDVL	SMDVL	EJ	1
SMDVR	SMDVL	EJ	1
URYVR	SMDVL	Sp	3
ADAL	SMDVR	S	2
OLLL	SMDVR	S	4
OLLR	SMDVR	S	3
RIAL	SMDVR	Rp	7
RIAL	SMDVR	S	1
RIAL	SMDVR	Sp	10
RIAR	SMDVR	Rp	5
RIAR	SMDVR	S	1
RIAR	SMDVR	Sp	6
RIBL	SMDVR	Sp	2
RICL	SMDVR	Sp	1
RICR	SMDVR	Sp	1
RIS	SMDVR	Sp	1
RIVR	SMDVR	Rp	1
RIVR	SMDVR	Sp	2
RMDDL	SMDVR	R	1
RMDDL	SMDVR	Rp	1
SMDDL	SMDVR	Rp	2
SMDDL	SMDVR	Sp	2
RIBL	SMDVR	EJ	2
RIVR	SMDVR	EJ	2
RMDVR	SMDVR	EJ	1
SMDVL	SMDVR	EJ	1
VB01	SMDVR	EJ	1
URYVL	SMDVR	S	1
URYVL	SMDVR	Sp	3
BDUL	URADL	Sp	1
CEPDL	URADL	Sp	2
IL1DL	URADL	Rp	2
IL2DL	URADL	S	1
IL2DL	URADL	Sp	2
PVR	URADL	Sp	1
RIPL	URADL	Rp	3
RMEL	URADL	Rp	1
BDUR	URADR	Sp	1
CEPDR	URADR	Sp	1
IL1DR	URADR	Rp	1
IL2DR	URADR	Sp	3
RIPR	URADR	Rp	3
RMDVR	URADR	Rp	1
RMED	URADR	Rp	1
RMER	URADR	Rp	1
URYDR	URADR	Rp	1
CEPVL	URAVL	Sp	2
IL2VL	URAVL	Sp	3
RIPL	URAVL	Rp	3
RMEL	URAVL	Rp	1
RMER	URAVL	Rp	1
RMEV	URAVL	Rp	2
CEPVR	URAVR	Sp	1
IL1R	URAVR	Rp	1
IL2VR	URAVR	Sp	4
RIPR	URAVR	Rp	3
RMDVL	URAVR	Rp	1
RMER	URAVR	Rp	2
RMEV	URAVR	Rp	2
ADEL	URBL	Sp	1
AVBL	URBL	R	1
CEPDL	URBL	R	1
CEPDL	URBL	Sp	4
IL1L	URBL	Rp	1
RICR	URBL	R	1
RMDDR	URBL	Rp	1
SIAVL	URBL	Rp	1
SMBDR	URBL	Rp	1
OLQDL	URBL	EJ	1
OLQVL	URBL	EJ	1
URXL	URBL	R	2
URXL	URBL	Rp	2
VC05	URBL	S	3
ADAR	URBR	Rp	1
AVBR	URBR	Rp	1
CEPDR	URBR	R	1
CEPDR	URBR	Sp	2
IL1R	URBR	Rp	3
IL2R	URBR	R	1
IL2R	URBR	S	1
RICR	URBR	R	1
RMDL	URBR	Rp	1
RMDR	URBR	Rp	1
SIAVR	URBR	Rp	2
SMBDL	URBR	Rp	1
OLQDR	URBR	EJ	1
OLQVR	URBR	EJ	1
RMFL	URBR	EJ	1
URXR	URBR	R	2
URXR	URBR	Rp	4
AQR	URXL	Sp	1
ASHL	URXL	Rp	1
AUAL	URXL	R	1
AUAL	URXL	Rp	4
AVBL	URXL	Rp	1
AVEL	URXL	R	3
AVEL	URXL	Rp	1
AVJR	URXL	Rp	1
IL2L	URXL	Sp	2
RIAL	URXL	R	1
RIAL	URXL	Rp	7
RICL	URXL	R	1
RIGL	URXL	R	2
RIGL	URXL	Rp	1
RIR	URXL	Sp	5
RMGL	URXL	R	2
RMGL	URXL	Sp	1
URBL	URXL	S	2
URBL	URXL	Sp	2
